"id_formulaColor","id_formula","id_color","quantite","id_unit","state","encrypted"
691924,87786,10,"1",2,"I",0
698108,134139,10,"137.053110517235",2,"I",0
698109,134139,25,"790.046889482765",2,"I",0
698110,17921,223275,"927.1",2,"I",0
698144,17922,6896,"43.97",2,"I",0
698145,17922,6897,"75.38",2,"I",0
698146,17922,6894,"77.48",2,"I",0
698147,17922,223275,"747.56",2,"I",0
698157,134140,10,"124.031880403458",2,"I",0
698158,134140,62,"56.558537463977",2,"I",0
698159,134140,92,"87.2617435158502",2,"I",0
698160,134140,15,"99.6507564841499",2,"I",0
698161,134140,25,"576.897082132565",2,"I",0
784474,134141,10,"91.6117668017636",2,"I",0
784475,134141,465,"0.943370596356823",2,"I",0
784476,134141,115,"10.6915334253775",2,"I",0
784477,134141,25,"15.2197122878903",2,"I",0
784478,134141,62,"43.9191422081682",2,"I",0
784479,134141,455,"34.2757983342983",2,"I",0
784480,134141,14,"68.0484656838728",2,"I",0
784481,134141,337,"328.492123546966",2,"I",0
784482,134141,342,"279.803718879437",2,"I",0
784483,134141,117,"68.3943682358705",2,"I",0
786760,71032,10,"49.2947139067829",2,"I",0
786761,71032,15,"13.892146646457",2,"I",0
786762,71032,41,"22.115401193634",2,"I",0
786763,71032,463,"79.0956091322471",2,"I",0
786764,71032,293,"116.055441218264",2,"I",0
786765,71032,459,"665.646687902615",2,"I",0
786766,17923,6894,"29.47",2,"I",0
786767,17923,6898,"4.69",2,"I",0
786768,17923,6916,"167.77",2,"I",0
786769,17923,6924,"273.52",2,"I",0
786770,17923,6928,"470.65",2,"I",0
819910,134142,10,"84.5944509850908",2,"I",0
819911,134142,92,"8.97243204384198",2,"I",0
819912,134142,27,"15.0411643971203",2,"I",0
819913,134142,369,"20.0742438607641",2,"I",0
819914,134142,24,"148.591992165116",2,"I",0
819915,134142,25,"56.7382919536158",2,"I",0
819916,134142,28,"104.455756868547",2,"I",0
819917,134142,338,"309.960262968713",2,"I",0
819918,134142,117,"103.081339015013",2,"I",0
819919,134142,1167,"77.4900657421781",2,"I",0
819970,134143,10,"92.1549184024112",2,"I",0
819971,134143,341,"11.229403672605",2,"I",0
819972,134143,15,"16.0269423308541",2,"I",0
819973,134143,455,"12.8900901312297",2,"I",0
819974,134143,24,"73.9242715010646",2,"I",0
819975,134143,25,"42.5135733407919",2,"I",0
