"id_formulaColor","id_formula","id_color","quantite","id_unit","state","encrypted"
118922,101899,6928,"160.2",2,"I",0
118923,101899,6897,"337.4",2,"I",0
118924,101899,6924,"423.7",2,"I",0
118925,101900,10,"87.4",2,"I",0
118926,101900,459,"145",2,"I",0
118927,101900,92,"305.4",2,"I",0
118928,101900,293,"383.5",2,"I",0
691925,87785,10,"1",2,"I",0
691934,134084,10,"79.4878314919819",2,"I",0
691935,134084,386,"0.909471756201165",2,"I",0
691936,134084,25,"2.51014204711522",2,"I",0
691937,134084,27,"9.54945344011224",2,"I",0
691938,134084,15,"33.559507803823",2,"I",0
691939,134084,24,"130.636523060735",2,"I",0
691940,134084,116,"132.237193351649",2,"I",0
691941,134084,28,"140.640712378948",2,"I",0
691942,134084,780,"266.202383040081",2,"I",0
691943,134084,117,"111.319342959023",2,"I",0
691944,134084,1167,"26.4474386703299",2,"I",0
729213,220215,10,"66.3554605581545",2,"I",0
729214,220215,338,"28.5138893369898",2,"I",0
729215,220215,463,"42.8466688175512",2,"I",0
729216,220215,459,"173.813389256332",2,"I",0
729217,220215,6899,"64.9904339409582",2,"I",0
729218,220215,4615,"222.651008227133",2,"I",0
729219,220215,340,"333.900677528634",2,"I",0
729220,220215,1167,"7.12847233424746",2,"I",0
729221,220216,10,"66.3554605581545",2,"I",0
729222,220216,338,"28.5138893369898",2,"I",0
729223,220216,463,"42.8466688175512",2,"I",0
729224,220216,459,"173.813389256332",2,"I",0
729225,220216,6899,"64.9904339409582",2,"I",0
729226,220216,4615,"222.651008227133",2,"I",0
729227,220216,340,"333.900677528634",2,"I",0
729228,220216,1167,"7.12847233424746",2,"I",0
763863,220219,10,"99.7088463936405",2,"I",0
763864,220219,338,"32.7272922105755",2,"I",0
763865,220219,25,"44.3732854693527",2,"I",0
763866,220219,1163,"80.5647478860616",2,"I",0
763867,220219,6931,"247.232357869306",2,"I",0
763868,220219,413,"317.974359973502",2,"I",0
763869,220219,117,"97.0879281455792",2,"I",0
763870,220219,1165,"7.94935899933755",2,"I",0
763871,220219,1167,"8.18182305264388",2,"I",0
786151,220206,10,"85.9231804795961",2,"I",0
786152,220206,465,"2.05980227177114",2,"I",0
786153,220206,6931,"6.82677324358435",2,"I",0
786154,220206,24,"28.8862747160286",2,"I",0
786155,220206,25,"14.0655069415229",2,"I",0
786156,220206,115,"99.8513672696676",2,"I",0
786157,220206,1167,"212.551977282289",2,"I",0
786158,220206,338,"436.678081615482",2,"I",0
786159,220206,117,"45.757036180059",2,"I",0
786160,220205,10,"85.9231804795961",2,"I",0
786161,220205,465,"2.05980227177114",2,"I",0
786162,220205,6931,"6.82677324358435",2,"I",0
786163,220205,24,"28.8862747160286",2,"I",0
786164,220205,25,"14.0655069415229",2,"I",0
786165,220205,115,"99.8513672696676",2,"I",0
786166,220205,1167,"212.551977282289",2,"I",0
786167,220205,338,"436.678081615482",2,"I",0
786168,220205,117,"45.757036180059",2,"I",0
786307,220212,10,"93.0894085596877",2,"I",0
786308,220212,880,"12.3551160102103",2,"I",0
786309,220212,24,"59.4962741664091",2,"I",0
786310,220212,1163,"39.7280885500727",2,"I",0
786311,220212,387,"53.0098382610487",2,"I",0
786312,220212,115,"64.9708686743816",2,"I",0
786313,220212,338,"121.080136900061",2,"I",0
786314,220212,1167,"279.076508361663",2,"I",0
786315,220212,25,"152.09573847052",2,"I",0
786316,220212,117,"55.5980220459462",2,"I",0
795278,220213,10,"78.3502224005886",2,"I",0
795279,220213,1524,"9.40202668807063",2,"I",0
795280,220213,62,"18.8040533761413",2,"I",0
795281,220213,455,"15.647658702289",2,"I",0
795282,220213,338,"39.6138724457376",2,"I",0
795283,220213,25,"41.1002880935659",2,"I",0
795284,220213,369,"68.1960335774723",2,"I",0
795285,220213,4615,"237.46833120727",2,"I",0
795286,220213,340,"365.69406661029",2,"I",0
795287,220213,117,"52.9199787871404",2,"I",0
795288,220213,1167,"9.9034681114344",2,"I",0
805460,220204,10,"124.04987347596",2,"I",0
805461,220204,62,"13.6568668046929",2,"I",0
805462,220204,1385,"27.1003450655625",2,"I",0
805463,220204,11,"64.6567287784679",2,"I",0
805464,220204,25,"588.525603864734",2,"I",0
805465,220204,117,"38.6233264320221",2,"I",0
805466,220204,115,"70.9872555785599",2,"I",0
805467,220203,10,"124.04987347596",2,"I",0
805468,220203,62,"13.6568668046929",2,"I",0
805469,220203,1385,"27.1003450655625",2,"I",0
805470,220203,11,"64.6567287784679",2,"I",0
805471,220203,25,"588.525603864734",2,"I",0
805472,220203,117,"38.6233264320221",2,"I",0
805473,220203,115,"70.9872555785599",2,"I",0
812617,220226,4896,"917",2,"I",0
812618,220227,6930,"918",0,"I",0
812619,220228,1088388,"997",2,"I",0
813181,220224,10,"88.1150575197794",2,"I",0
813182,220224,293,"0.723407541781542",2,"I",0
813183,220224,24,"15.2719369931659",2,"I",0
813184,220224,27,"10.5496933176475",2,"I",0
813185,220224,6940,"18.4971289502753",2,"I",0
813186,220224,15,"985.64277567735",2,"I",0
813187,220225,6924,"0.868043836679274",0,"I",0
813188,220225,6898,"8.68043836679274",0,"I",0
813189,220225,6912,"16.2758219377364",0,"I",0
813190,220225,6941,"28.5369411308312",0,"I",0
813191,220225,6894,"1064.43875472796",0,"I",0
816335,220208,10,"94.8136885675976",2,"I",0
816336,220208,32,"15.0790648866088",2,"I",0
816337,220208,25,"9.50306535299945",2,"I",0
816338,220208,6940,"36.6019891564158",2,"I",0
816339,220208,338,"51.3773030956684",2,"I",0
816340,220208,28,"251.245426456014",2,"I",0
816341,220208,1167,"454.042576808721",2,"I",0
816342,220208,117,"17.736885675975",2,"I",0
816343,220207,10,"94.8136885675976",2,"I",0
816344,220207,32,"15.0790648866088",2,"I",0
816345,220207,25,"9.50306535299945",2,"I",0
816346,220207,6940,"36.6019891564158",2,"I",0
816347,220207,338,"51.3773030956684",2,"I",0
816348,220207,28,"251.245426456014",2,"I",0
816349,220207,1167,"454.042576808721",2,"I",0
816350,220207,117,"17.736885675975",2,"I",0
825701,70946,10,"82.7401059882876",2,"I",0
825702,70946,11,"2.18603120934965",2,"I",0
825703,70946,62,"10.7186046393918",2,"I",0
825704,70946,15,"13.6333129185247",2,"I",0
825705,70946,116,"66.1920847906301",2,"I",0
825706,70946,24,"125.764961102197",2,"I",0
825707,70946,780,"84.7145857902809",2,"I",0
825708,70946,28,"331.035642231322",2,"I",0
825709,70946,117,"198.57625437189",2,"I",0
825710,70946,1167,"13.238416958126",2,"I",0
825715,17888,6918,"144.97",2,"I",0
825716,17888,6916,"161.76",2,"I",0
825717,17888,6894,"244.62",2,"I",0
825718,17888,6928,"440.74",2,"I",0
825719,70947,10,"49.0457889332189",2,"I",0
825720,70947,26,"66.1867632947831",2,"I",0
825721,70947,463,"82.0584482265205",2,"I",0
825722,70947,15,"124.089742942276",2,"I",0
825723,70947,459,"670.719256603202",2,"I",0
825740,70948,10,"89.0909255553241",2,"I",0
825741,70948,305,"2.53099220327625",2,"I",0
825742,70948,41,"8.0789271128578",2,"I",0
825743,70948,27,"19.7721110919941",2,"I",0
825744,70948,15,"998.527044036548",2,"I",0
825745,17889,6925,"2.75",2,"I",0
825746,17889,6898,"0.88",2,"I",0
825747,17889,6912,"30.66",2,"I",0
825748,17889,6894,"1083.72",2,"I",0
825749,70949,10,"88.0085907138474",2,"I",0
825750,70949,305,"12.4863446779372",2,"I",0
825751,70949,27,"18.3972191343477",2,"I",0
825752,70949,15,"1013.40784547387",2,"I",0
825753,17890,6925,"13.44",2,"I",0
825754,17890,6912,"28.28",2,"I",0
825755,17890,6894,"1090.58",2,"I",0
825756,70951,10,"87.7919421450981",2,"I",0
825757,70951,305,"2.10941737419572",2,"I",0
825758,70951,41,"1.56699576368825",2,"I",0
825759,70951,27,"9.42206427140755",2,"I",0
825760,70951,15,"1032.50958044561",2,"I",0
825761,17892,6925,"2.28",2,"I",0
825762,17892,6898,"0.17",2,"I",0
825763,17892,6912,"14.55",2,"I",0
825764,17892,6894,"1116.4",2,"I",0
825765,70950,10,"87.4",2,"I",0
825766,70950,305,"6.7",2,"I",0
825767,70950,62,"7.3",2,"I",0
825768,70950,15,"1034.6",2,"I",0
825769,17891,6925,"7.26",2,"I",0
825770,17891,6896,"7.91",2,"I",0
825771,17891,6894,"1120.83",2,"I",0
825772,214227,1088370,"5.26664895541732",2,"I",0
825773,214227,1088361,"13.0280263634007",2,"I",0
825774,214227,1088365,"107.273323460342",2,"I",0
825775,214227,1088377,"109.768051912908",2,"I",0
825776,214227,1088366,"834.070879307932",2,"I",0
825777,70953,10,"89.0151251132641",2,"I",0
825778,70953,463,"1.01153551265073",2,"I",0
825779,70953,15,"18.7134069840385",2,"I",0
825780,70953,41,"20.0890952812435",2,"I",0
825781,70953,6899,"181.469470969541",2,"I",0
825782,70953,305,"850.701366139263",2,"I",0
825783,17894,6916,"1.11",2,"I",0
825784,17894,6894,"20.62",2,"I",0
825785,17894,6898,"2.21",2,"I",0
825786,17894,6900,"199.91",2,"I",0
825787,17894,6925,"937.15",2,"I",0
825884,70954,10,"82.7401059882876",2,"I",0
825885,70954,11,"2.18603120934965",2,"I",0
825886,70954,62,"10.7186046393918",2,"I",0
825887,70954,15,"13.6333129185247",2,"I",0
825888,70954,116,"66.1920847906301",2,"I",0
825889,70954,24,"125.764961102197",2,"I",0
825890,70954,780,"84.7145857902809",2,"I",0
825891,70954,28,"331.035642231322",2,"I",0
825892,70954,117,"198.57625437189",2,"I",0
825893,70954,1167,"13.238416958126",2,"I",0
825909,134086,10,"79.2476355972216",2,"I",0
825910,134086,92,"18.1163359179919",2,"I",0
825911,134086,465,"25.3882585437323",2,"I",0
825912,134086,1163,"38.4450772233661",2,"I",0
825913,134086,369,"56.4934088774015",2,"I",0
825914,134086,1385,"110.16690760941",2,"I",0
825915,134086,24,"318.713317075783",2,"I",0
825916,134086,25,"183.774722915845",2,"I",0
825917,134086,117,"101.054336239249",2,"I",0
825918,70956,10,"53.6403556547131",2,"I",0
825919,70956,15,"18.7188884149742",2,"I",0
825920,70956,92,"26.9551993175629",2,"I",0
825921,70956,11,"39.3096656714459",2,"I",0
825922,70956,24,"796.675890941304",2,"I",0
825923,17895,6894,"33.64",2,"I",0
825924,17895,6897,"53.83",2,"I",0
825925,17895,6911,"94.2",2,"I",0
825926,17895,6898,"753.62",2,"I",0
825976,214223,1088366,"14.9914966036738",2,"I",0
825977,214223,1088368,"29.9829932073477",2,"I",0
825978,214223,1088378,"157.344380282807",2,"I",0
825979,214223,1088362,"801.580729906172",2,"I",0
825980,214263,1088358,"26.4246624214003",2,"I",0
825981,214263,1088368,"37.0476422892999",2,"I",0
825982,214263,1088378,"213.78746984148",2,"I",0
825983,214263,1088362,"727.93969544782",2,"I",0
825984,214264,1088378,"27.3643326648133",2,"I",0
825985,214264,1088360,"108.399771908922",2,"I",0
825986,214264,1088362,"862.835745426264",2,"I",0
825987,134087,10,"126.97961340046",2,"I",0
825988,134087,15,"30.3646901609795",2,"I",0
825989,134087,14,"18.2188140965877",2,"I",0
825990,134087,62,"142.52517247809",2,"I",0
825991,134087,25,"616.911709863882",2,"I",0
825992,17896,6894,"23.06",2,"I",0
825993,17896,6905,"23.06",2,"I",0
825994,17896,6896,"108.22",2,"I",0
825995,17896,223275,"780.67",2,"I",0
825996,134088,10,"125.938963957032",2,"I",0
825997,134088,1174,"26.9745698544124",2,"I",0
825998,134088,15,"45.2458062728923",2,"I",0
825999,134088,62,"100.866447105174",2,"I",0
826000,134088,25,"637.274212810489",2,"I",0
826001,17897,6908,"11.47",2,"I",0
826002,17897,6894,"34.63",2,"I",0
826003,17897,6896,"77.21",2,"I",0
826004,17897,223275,"812.99",2,"I",0
826005,134089,10,"87.7801277671124",2,"I",0
826006,134089,115,"5.2226162973568",2,"I",0
826007,134089,6899,"11.4495818826668",2,"I",0
826008,134089,1163,"41.5800605212637",2,"I",0
826009,134089,24,"452.449310730052",2,"I",0
826010,134089,25,"327.518302801548",2,"I",0
826011,17898,6895,"5.74",2,"I",0
826012,17898,6900,"12.59",2,"I",0
826013,17898,6927,"45.71",2,"I",0
